Product ID,Product Name,Category,Sub-Category,Sales Region,Sale Date,Quantity Sold,Unit Price (INR),Total Revenue (INR),Discount (%),Sales Channel,Customer Type,Season
P006,Brinjal Seeds,Vegetables,Brinjal,South,10-12-2024,84,280.03,20662.18,12.16,E-commerce,Farmer,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,North,18-12-2024,147,207.9,27505.17,10,Wholesale,Farmer,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,East,28-10-2024,388,94.03,35805.04,1.86,Wholesale,Retailer,Kharif
P007,Cotton Seeds,Fibers,Cotton,Central,30-11-2024,126,275.54,33291.13,4.11,Direct Sales,Retailer,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,West,10-11-2024,337,419.07,127725.33,9.56,E-commerce,Distributor,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,North,11-09-2024,86,148.24,12009.22,5.8,E-commerce,Retailer,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,East,02-09-2024,437,316.36,129276.94,6.49,Direct Sales,Farmer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,West,26-11-2024,425,102.61,38480.8,11.76,Wholesale,Farmer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,South,25-10-2024,309,136.51,35386.14,16.11,Direct Sales,Retailer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,North,26-09-2024,469,205.77,96042.9,0.48,Wholesale,Farmer,Kharif
P007,Cotton Seeds,Fibers,Cotton,East,15-09-2024,471,385.11,157026.56,13.43,Wholesale,Distributor,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,South,13-10-2024,28,232.5,6291.26,3.36,Direct Sales,Farmer,Rabi
P009,Chilli Seeds,Spices,Chilli,West,18-10-2024,208,485.12,88715.64,12.08,Retail,Retailer,Rabi
P006,Brinjal Seeds,Vegetables,Brinjal,South,27-09-2024,176,252.39,36420.48,18.01,Direct Sales,Farmer,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,East,04-09-2024,336,276.8,80030.63,13.95,Retail,Retailer,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,North,07-11-2024,249,134.18,28816.83,13.75,Direct Sales,Retailer,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,West,24-09-2024,56,228.77,12594.61,1.69,E-commerce,Farmer,Kharif
P004,Sunflower Seeds,Oilseeds,Sunflower,North,23-09-2024,103,117.57,12054.01,0.46,Direct Sales,Farmer,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,South,24-10-2024,168,190.46,28682.36,10.36,Direct Sales,Distributor,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,East,25-09-2024,12,417,4141.81,17.23,Retail,Farmer,Zaid
P009,Chilli Seeds,Spices,Chilli,Central,01-12-2024,284,59.4,16611.5,1.53,Retail,Farmer,Rabi
P007,Cotton Seeds,Fibers,Cotton,Central,15-12-2024,250,295.47,61014.56,17.4,Wholesale,Distributor,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,Central,16-11-2024,178,211.09,32200.94,14.3,E-commerce,Retailer,Rabi
P008,Soybean Seeds,Pulses,Soybean,South,27-10-2024,407,486.37,193914.36,2.04,Direct Sales,Farmer,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,South,07-11-2024,52,128.02,5898.8,11.39,E-commerce,Distributor,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,West,26-12-2024,463,493.09,183051.48,19.82,E-commerce,Retailer,Kharif
P009,Chilli Seeds,Spices,Chilli,West,20-10-2024,110,134.09,12714.41,13.8,E-commerce,Farmer,Zaid
P009,Chilli Seeds,Spices,Chilli,West,06-10-2024,224,234.9,48076.7,8.63,Retail,Retailer,Kharif
P004,Sunflower Seeds,Oilseeds,Sunflower,West,17-09-2024,261,151.39,33135.43,16.14,E-commerce,Farmer,Zaid
P008,Soybean Seeds,Pulses,Soybean,Central,16-09-2024,393,260.88,93616.34,8.69,E-commerce,Retailer,Kharif
P009,Chilli Seeds,Spices,Chilli,East,15-11-2024,203,179.04,30395.42,16.37,E-commerce,Farmer,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,Central,09-10-2024,146,409.38,54569.54,8.7,E-commerce,Distributor,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,West,22-12-2024,362,432.11,126171.45,19.34,Direct Sales,Retailer,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,West,19-10-2024,290,495.13,117282.43,18.32,Direct Sales,Retailer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,Central,14-11-2024,374,459.96,141628.22,17.67,Direct Sales,Retailer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,East,21-09-2024,90,406.85,32281.11,11.84,E-commerce,Farmer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,Central,03-12-2024,301,137.31,35093.57,15.09,E-commerce,Retailer,Kharif
P009,Chilli Seeds,Spices,Chilli,Central,27-09-2024,392,211.91,67352.12,18.92,Retail,Distributor,Rabi
P010,Wheat Seeds,Cereals,Wheat,West,27-10-2024,445,448.31,167418.68,16.08,Direct Sales,Distributor,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,South,15-12-2024,351,432.51,133608.87,11.99,Direct Sales,Retailer,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,Central,16-11-2024,358,212.32,66174.79,12.94,Retail,Farmer,Zaid
P009,Chilli Seeds,Spices,Chilli,East,22-11-2024,340,495.67,164702.22,2.27,Retail,Distributor,Rabi
P006,Brinjal Seeds,Vegetables,Brinjal,East,28-10-2024,370,303.92,90500.08,19.52,E-commerce,Retailer,Rabi
P006,Brinjal Seeds,Vegetables,Brinjal,Central,02-10-2024,381,465.1,157746.2,10.98,Retail,Retailer,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,East,13-12-2024,380,127.99,40212.41,17.32,Wholesale,Farmer,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,North,20-10-2024,28,416.11,11540.39,0.95,Retail,Retailer,Zaid
P007,Cotton Seeds,Fibers,Cotton,West,07-12-2024,198,271.66,53019.5,1.43,E-commerce,Distributor,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,South,02-11-2024,262,483.82,117177.72,7.56,Direct Sales,Distributor,Kharif
P010,Wheat Seeds,Cereals,Wheat,West,08-11-2024,431,378.5,157015.99,3.75,Direct Sales,Distributor,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,Central,15-11-2024,345,486.99,153394.55,8.7,Retail,Farmer,Kharif
P007,Cotton Seeds,Fibers,Cotton,North,11-11-2024,156,344.2,49335.15,8.12,Retail,Farmer,Zaid
P009,Chilli Seeds,Spices,Chilli,South,10-11-2024,171,113.63,19351.06,0.41,Direct Sales,Retailer,Zaid
P010,Wheat Seeds,Cereals,Wheat,Central,25-09-2024,341,425.86,142067.02,2.17,E-commerce,Distributor,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,East,09-10-2024,264,425.56,91001.75,19,Wholesale,Retailer,Rabi
P009,Chilli Seeds,Spices,Chilli,East,17-11-2024,56,81.27,4137.88,9.08,Direct Sales,Retailer,Rabi
P010,Wheat Seeds,Cereals,Wheat,West,09-10-2024,70,458.58,25979.02,19.07,E-commerce,Farmer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,North,29-12-2024,450,231.11,88097.98,15.29,Direct Sales,Distributor,Zaid
P010,Wheat Seeds,Cereals,Wheat,South,16-09-2024,237,268.96,55673.59,12.66,Direct Sales,Retailer,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,West,14-10-2024,25,263.36,5487.11,16.66,Direct Sales,Distributor,Kharif
P005,Tomato Seeds,Vegetables,Tomato,Central,19-11-2024,2,487.66,907.24,6.98,Wholesale,Retailer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,West,15-09-2024,107,52.64,4797.18,14.83,Wholesale,Farmer,Zaid
P009,Chilli Seeds,Spices,Chilli,Central,30-12-2024,15,358.5,4763.39,11.42,Direct Sales,Retailer,Rabi
P008,Soybean Seeds,Pulses,Soybean,North,30-09-2024,305,210.89,60217.74,6.38,E-commerce,Farmer,Zaid
P010,Wheat Seeds,Cereals,Wheat,East,26-11-2024,381,195.73,72492.54,2.79,E-commerce,Farmer,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,East,25-10-2024,19,385.14,6720.54,8.16,Direct Sales,Retailer,Rabi
P010,Wheat Seeds,Cereals,Wheat,West,23-10-2024,88,179.94,15752.38,0.52,Wholesale,Retailer,Kharif
P009,Chilli Seeds,Spices,Chilli,West,22-11-2024,111,483.66,46030.6,14.26,Wholesale,Farmer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,West,15-12-2024,256,233.87,52692.22,11.99,Direct Sales,Distributor,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,Central,29-11-2024,219,233.45,48809.56,4.53,Wholesale,Retailer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,West,22-12-2024,47,413.49,15607.47,19.69,Wholesale,Distributor,Kharif
P005,Tomato Seeds,Vegetables,Tomato,North,12-10-2024,444,464.76,191248.37,7.32,Retail,Retailer,Kharif
P002,Basmati Rice Seeds,Cereals,Rice,Central,01-11-2024,194,394.26,63292.53,17.25,Retail,Retailer,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,South,13-10-2024,154,162.94,22809.32,9.1,E-commerce,Distributor,Kharif
P001,Hybrid Maize Seeds,Cereals,Maize,East,13-11-2024,270,63,16161.2,4.99,Direct Sales,Farmer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,North,21-12-2024,374,427.82,151908.44,5.06,Retail,Retailer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,East,25-10-2024,419,427.69,148415.19,17.18,E-commerce,Distributor,Kharif
P010,Wheat Seeds,Cereals,Wheat,West,03-11-2024,45,78.97,3340.08,6.01,Retail,Farmer,Zaid
P009,Chilli Seeds,Spices,Chilli,East,21-12-2024,158,126.84,16727.99,16.53,Wholesale,Retailer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,Central,21-11-2024,137,124.79,14998.52,12.27,Wholesale,Retailer,Zaid
P005,Tomato Seeds,Vegetables,Tomato,South,20-12-2024,63,74.52,4252.04,9.43,Direct Sales,Retailer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,East,08-12-2024,337,266.87,82713.39,8.03,Direct Sales,Retailer,Rabi
P007,Cotton Seeds,Fibers,Cotton,East,14-09-2024,10,486.13,4404.34,9.4,Wholesale,Distributor,Rabi
P005,Tomato Seeds,Vegetables,Tomato,West,04-12-2024,40,120.56,4718.72,2.15,Retail,Distributor,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,South,07-12-2024,5,450.29,1869.15,16.98,Direct Sales,Distributor,Zaid
P010,Wheat Seeds,Cereals,Wheat,North,19-12-2024,70,151.98,8974.72,15.64,Direct Sales,Retailer,Kharif
P007,Cotton Seeds,Fibers,Cotton,South,09-12-2024,489,277.62,129239.88,4.8,Retail,Farmer,Rabi
P007,Cotton Seeds,Fibers,Cotton,Central,03-12-2024,124,200.15,21214.94,14.52,Retail,Retailer,Zaid
P010,Wheat Seeds,Cereals,Wheat,West,26-10-2024,36,477.14,13813.78,19.58,Wholesale,Retailer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,East,09-09-2024,418,84.2,32612.24,7.34,Retail,Retailer,Rabi
P007,Cotton Seeds,Fibers,Cotton,North,28-12-2024,162,272.68,38961.61,11.8,Retail,Farmer,Kharif
P008,Soybean Seeds,Pulses,Soybean,East,10-12-2024,495,332.58,144559.06,12.19,Wholesale,Farmer,Zaid
P002,Basmati Rice Seeds,Cereals,Rice,South,01-09-2024,68,436.55,28690.94,3.35,Wholesale,Retailer,Rabi
P001,Hybrid Maize Seeds,Cereals,Maize,South,02-12-2024,489,78.34,35534.74,7.24,Direct Sales,Retailer,Zaid
P006,Brinjal Seeds,Vegetables,Brinjal,West,04-12-2024,75,453.35,31236.95,8.13,Wholesale,Farmer,Kharif
P010,Wheat Seeds,Cereals,Wheat,South,25-11-2024,37,124.06,3723.13,18.89,Retail,Retailer,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,North,16-10-2024,440,125.82,47947.99,13.39,E-commerce,Distributor,Zaid
P004,Sunflower Seeds,Oilseeds,Sunflower,West,02-12-2024,67,162.26,8750.41,19.51,Wholesale,Retailer,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,East,13-12-2024,488,374.82,154414.45,15.58,Wholesale,Distributor,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,South,01-12-2024,411,193.88,64090.39,19.57,Wholesale,Farmer,Zaid
P001,Hybrid Maize Seeds,Cereals,Maize,North,06-09-2024,47,278.41,11873.57,9.26,E-commerce,Distributor,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,Central,07-12-2024,57,115.18,5252.86,19.99,Retail,Distributor,Kharif
P009,Chilli Seeds,Spices,Chilli,East,05-09-2024,313,447.46,115685.41,17.4,Retail,Retailer,Kharif
P007,Cotton Seeds,Fibers,Cotton,Central,09-11-2024,196,128.84,23848.59,5.56,Wholesale,Distributor,Zaid
P003,Groundnut Seeds,Oilseeds,Groundnut,South,17-09-2024,7,297.16,1883.13,9.47,E-commerce,Retailer,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,West,31-10-2024,342,320.3,94370.95,13.85,Direct Sales,Farmer,Kharif
P005,Tomato Seeds,Vegetables,Tomato,Central,04-09-2024,425,480.22,176071.46,13.73,E-commerce,Retailer,Zaid
P009,Chilli Seeds,Spices,Chilli,West,29-12-2024,9,118,954.63,10.11,Direct Sales,Distributor,Kharif
P005,Tomato Seeds,Vegetables,Tomato,South,13-11-2024,87,209.71,17848.86,2.17,E-commerce,Distributor,Kharif
P009,Chilli Seeds,Spices,Chilli,East,30-12-2024,302,485.8,128666.07,12.3,Retail,Distributor,Zaid
P007,Cotton Seeds,Fibers,Cotton,West,06-11-2024,338,96.15,27282.66,16.05,E-commerce,Distributor,Kharif
P005,Tomato Seeds,Vegetables,Tomato,Central,14-12-2024,71,169.69,9842,18.31,Retail,Distributor,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,East,22-12-2024,84,310.74,23719.03,9.13,E-commerce,Distributor,Rabi
P009,Chilli Seeds,Spices,Chilli,North,02-11-2024,154,390.04,50761.91,15.49,Retail,Retailer,Rabi
P007,Cotton Seeds,Fibers,Cotton,South,29-11-2024,2,149.5,280.64,6.14,Wholesale,Retailer,Zaid
P010,Wheat Seeds,Cereals,Wheat,East,18-12-2024,10,273.95,2644.44,3.47,Retail,Distributor,Kharif
P006,Brinjal Seeds,Vegetables,Brinjal,East,12-11-2024,385,233.02,85083.52,5.16,Direct Sales,Farmer,Rabi
P004,Sunflower Seeds,Oilseeds,Sunflower,North,06-11-2024,292,162.67,47485.39,0.03,E-commerce,Distributor,Rabi
P010,Wheat Seeds,Cereals,Wheat,East,20-12-2024,479,315.37,148599.92,1.63,E-commerce,Retailer,Rabi
P002,Basmati Rice Seeds,Cereals,Rice,Central,11-09-2024,103,141.25,12106.01,16.79,E-commerce,Farmer,Zaid
P010,Wheat Seeds,Cereals,Wheat,East,30-11-2024,239,494.63,112341.21,4.97,Wholesale,Farmer,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,Central,28-09-2024,226,489.36,108914.31,1.52,Retail,Retailer,Kharif
P003,Groundnut Seeds,Oilseeds,Groundnut,Central,08-12-2024,302,53.36,13642.72,15.34,Direct Sales,Retailer,Rabi
P007,Cotton Seeds,Fibers,Cotton,West,26-11-2024,303,80.6,22172.55,9.21,Direct Sales,Retailer,Rabi
P003,Groundnut Seeds,Oilseeds,Groundnut,West,15-09-2024,88,207.24,15765.99,13.55,E-commerce,Distributor,Zaid
P009,Chilli Seeds,Spices,Chilli,South,29-12-2024,374,356.99,112539.17,15.71,Retail,Farmer,Kharif
P009,Chilli Seeds,Spices,Chilli,West,22-10-2024,4,182.43,704.91,3.4,E-commerce,Farmer,Kharif
